0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,1.1365486,1.5718831,0.87382936,3.0354707,2.0679321,4.0817575,0.92565197,3.5093827,1.2017782,2.8710954,1.744938,0.284822,1.1440684,3.3205128,2.4862504,2.59508,0.8736007,2.8535793,4.983767,4.0841756,2.971863,4.8799453,4.507813,2.9780397,0.16213162,0.46788546,0.32685858,2.2586658,1.8771741,4.87675,0.83991647,4.863938,3.8373744,4.121189,3.163079,3.343664,2.3844116,0.065681785,1.7650304,2.460359,3.650456,2.3431418,2.2870245,0.6883137,0.05444367,3.7913914,1.5997642,4.9219174,1.1011711
0.0,2.6194806,3.7744572,2.319289,0.6241127,1.5625069,2.522596,3.369245,3.8507497,0.6516789,0.114575654,2.5954115,4.0499434,0.063018836,3.3623493,3.434041,2.2462337,4.5739436,3.2218053,0.026199188,2.4221423,4.296589,4.151998,3.245771,3.3684921,2.892498,1.3705989,2.80265,3.358649,1.7621481,4.279142,0.9751874,3.736604,1.4480138,3.8689964,2.1386867,4.038492,1.7676743,1.0684662,3.8364224,1.5432098,3.6662254,3.7223659,1.1069835,1.0705607,0.9947396,0.7125917,1.885413,0.13313942,0.55460185
0.0,3.9988828,0.40264764,1.1585115,1.0381283,4.586668,3.5565727,2.769423,1.5225899,4.17427,2.17653,4.617281,3.5302591,2.3901565,0.6310505,4.8802176,0.7991682,1.0130106,2.1559088,2.0210094,0.7337574,3.6465945,0.94372535,3.2194781,3.7715297,1.053662,3.0047712,3.7446418,3.1910934,2.9856365,1.4774114,3.6580324,4.726542,2.127807,3.9109092,0.28070518,4.176358,0.96125007,1.9754844,1.5004052,0.4005182,4.523155,1.8507708,2.6534872,2.4705813,0.6608057,1.0322703,0.38094404,2.5396085,1.3077477
0.0,0.54032665,3.9377592,0.5329194,4.928544,0.88580585,2.8620255,0.22422667,3.9355814,0.94802976,2.63952,3.7003877,0.74965745,2.755436,1.083086,3.7959802,3.6145759,0.88274515,4.3098326,0.0988755,4.301185,2.794519,2.0161023,3.7937346,3.584645,4.9366307,1.3904252,0.018968362,4.669513,4.2894855,3.6442544,2.5834439,3.5347812,3.9026477,1.8743798,3.8516126,3.7531216,3.066056,2.0093296,3.48654,0.015564289,3.8744833,4.482083,1.1965785,0.60383594,1.1014199,1.5104836,4.4151425,2.7158322,1.4335582
0.0,1.4507223,3.0693555,1.6206926,2.2868009,2.2205856,4.140677,2.1317408,1.728494,3.3748581,1.1074103,2.336229,1.5738285,3.134278,4.386802,2.238445,3.922287,2.2848284,3.2811468,0.6592049,2.1649075,4.54656,3.027395,3.833873,2.523503,2.490278,4.214499,0.33903468,2.8663614,4.713813,2.5893002,0.972329,4.239697,1.2581958,3.5036302,2.7013047,4.7441816,3.1216836,4.18989,0.03966438,4.9467,0.38857284,1.6106476,4.730762,0.04469551,4.11365,4.3060584,2.1991541,1.278726,4.0134478
0.0,0.671693,4.639245,4.47985,2.4577258,4.2835126,2.09289,3.4173245,1.9899532,2.5287101,0.9477585,4.8249445,1.4710784,0.5172978,0.721577,0.070461474,3.5797286,2.8224916,3.9728918,2.5353997,3.9591053,3.478821,3.8892424,2.0324144,3.2388532,0.8989715,1.6090999,0.8630231,2.0431862,1.2070937,2.03461,4.8761115,1.6015966,4.9124546,3.1815307,1.8754551,4.2874227,3.0979338,1.2601655,3.9642785,2.1646926,1.7875558,1.6513847,3.4868443,1.3432506,4.04139,1.476444,2.7206068,2.4396074,4.276782
0.0,0.9219222,2.9267423,4.4910254,2.230586,4.6093416,1.3949544,3.0441558,3.4122686,1.1410286,0.06883756,2.0836198,4.6924095,1.7151406,3.8987215,0.87368155,1.7097641,0.7229886,3.583854,3.4965382,3.4424865,1.2669802,3.4618006,1.1364877,2.1232455,1.8596106,1.7765396,0.28827405,3.1582332,3.536583,3.0679436,3.2415638,0.84970355,0.747234,2.5708752,4.3766637,0.9197672,2.3141956,2.1446617,2.486446,0.8075538,1.7122033,1.309402,4.222635,4.0016613,2.1331959,3.0350773,0.72732806,2.5480664,1.4847354
0.0,3.357992,3.16737,0.6237565,2.3529394,4.9328637,4.741496,3.225428,0.7586244,3.1956341,2.8283105,2.3433292,2.1401873,2.9963489,4.2498493,3.7556052,2.8968027,4.623521,0.32369992,4.9567327,0.26497272,0.9974777,2.1137633,0.53754437,3.118352,0.23996282,1.4231194,0.3051834,3.5175967,3.3422809,1.892903,0.9409713,3.7350242,1.7018964,3.9765058,2.4395046,2.6283472,0.14245425,3.2211602,1.7532825,1.1460252,2.169417,1.9123373,2.3489451,4.8974166,1.8218904,3.8720508,2.763838,4.4456553,1.7747643
0.0,4.555096,0.21767132,4.753767,2.7820346,1.881816,4.9752617,0.29181322,2.5835319,0.15548538,2.8558786,0.90234256,3.154796,4.9046183,4.3745127,2.2591813,3.5423043,3.8873436,2.4742155,2.6426675,0.753922,1.8469996,0.71110624,3.6344688,2.385065,2.2443943,4.42999,2.638094,2.0454543,1.3444601,0.3600602,2.0906806,0.12876742,1.4557697,2.5175476,4.829665,0.5469146,3.3652053,2.499662,3.8854911,0.718035,0.41601318,1.996093,3.9848113,0.9583787,3.838886,1.45149,1.0844574,0.083577946,1.9932953
1.0,3.2967248,0.354592,0.7630199,0.08287942,0.56898177,3.2589464,2.0132842,1.6051316,2.78956,4.9673023,4.1724324,3.498116,4.591293,0.19864354,0.3516672,2.3700314,1.7458371,4.68626,2.4478247,2.6982455,4.4763017,2.2331753,4.385172,1.2679087,1.3690485,1.641807,2.7378213,1.1006434,3.3571458,0.7139664,0.47050136,4.350959,1.1843436,1.9300201,2.8577104,2.62901,0.38011938,4.37063,4.755678,4.0625367,1.4190092,2.639234,1.6970836,2.7733366,4.8720174,1.5585146,3.343983,1.6298361,3.8723862
0.0,4.4491367,3.7585387,3.8131604,2.3473952,1.0538225,0.20737539,1.609144,0.18556333,3.4692771,3.3517501,2.152359,3.838945,2.6800425,0.19929963,0.6739656,0.967082,1.678319,0.26156473,3.025584,2.560305,3.087305,2.161778,4.2385025,2.2702954,0.0770176,4.3653407,3.2810078,4.115015,4.758878,0.25456193,1.1753594,0.3167172,2.1082895,4.3191457,0.40811992,2.3655598,0.6277155,3.864428,4.207111,0.21645468,2.4322038,1.1970552,4.7623687,4.7194633,3.06967,4.867437,1.7243067,4.4892535,2.1729748
1.0,4.7041397,3.4210904,0.32455793,4.352124,3.5069015,3.0246344,3.6618745,1.2671952,3.0024447,4.073096,0.2705683,0.6525534,4.2122293,3.0917294,2.656439,1.2414536,1.4753928,4.363431,2.1083298,0.32215127,4.4849253,1.0169041,4.131138,4.408853,2.4337537,2.9923234,2.6363373,3.1241064,4.2752085,1.4106972,4.4187775,2.8384516,0.5755152,1.1350058,2.979912,1.1972312,0.6570783,0.80923855,4.2243624,3.0109184,4.8178353,1.728396,2.9781256,2.9949265,3.0785215,0.29588604,3.751586,4.7410474,2.6733954
0.0,3.7646296,0.036594845,1.6412805,4.588032,2.9418366,4.2759514,3.0233603,4.1128907,4.3974175,1.6049318,0.61477387,3.6065168,2.2017355,0.63367856,2.9491181,0.18034157,1.0009106,3.941506,0.0604838,1.5167284,0.10687981,4.987425,2.9101498,1.4668814,4.6447473,2.535597,2.273461,2.9393575,1.3206882,1.5264415,1.8582729,1.22224,2.9227364,3.4792306,0.3597361,4.855417,3.7653532,4.0308156,3.758202,0.40030488,2.4084814,2.2283647,3.3623633,2.2436862,3.521567,3.4082267,3.4857426,3.0930037,0.7549037
0.0,3.905229,4.520515,1.1688435,0.8833945,1.9554956,1.6028233,4.0773845,3.0676296,3.8000088,2.1383255,0.4972028,0.57517505,1.8670356,0.9692388,4.1037326,2.9981802,3.4442263,2.4555497,0.4408684,1.1753882,2.3080103,0.99295753,0.12738118,3.6469884,3.6245837,1.6519587,4.2174706,2.1422124,4.3234305,3.2853272,2.9051783,1.0036374,2.647733,4.4721622,1.5249699,4.354728,4.5437264,1.6492229,3.415372,4.4961047,0.3784844,4.392939,0.9541968,4.2488446,3.335594,1.721696,0.75687784,3.1768548,4.2389402
1.0,3.141198,4.7815075,2.9496157,0.98916394,2.1466537,1.68373,4.959725,1.9011825,4.9635043,2.5940213,0.8613985,0.37287036,1.8515285,0.6170943,3.1725936,2.0695992,4.9545784,4.649778,0.7461802,1.9744114,2.3078985,2.8047438,3.9018176,2.4359696,2.0999677,1.3099985,4.554031,0.111357555,4.1056094,0.942342,3.4287846,1.776047,4.871063,0.61386067,0.93784946,4.447212,2.9170315,1.5462319,0.0038219274,1.1379887,0.7270182,1.0171691,4.4816127,4.365472,3.5014472,2.3524883,4.13568,2.479132,1.8174434
0.0,4.623704,1.9349462,2.4644043,1.2721906,4.424833,1.9163172,1.4878736,3.5879748,0.9543497,0.5909631,4.184989,3.7206795,2.9526026,1.2144579,3.1162357,3.1917765,1.6378472,0.33744672,4.402693,2.2997837,3.8193636,1.2694432,2.956936,2.1439757,1.9105033,0.6335669,1.2213333,0.39670792,1.5142915,3.708524,3.0750787,3.3620555,0.041915398,3.3918848,2.5159035,1.1545422,0.8744826,0.92491484,4.2213,4.912949,4.568698,1.736847,3.9011228,2.7322729,4.082212,2.4186347,2.9497564,3.9363172,0.5011732
1.0,1.8299167,3.0215342,4.7940125,1.9641147,1.964865,3.953185,3.225392,1.9694201,3.4447753,2.020008,0.6805658,2.2532163,1.672097,1.0898447,4.628874,3.448197,2.9941044,3.7332873,2.7098553,3.5026653,4.652799,4.3130836,0.8372093,1.3156952,0.3580514,4.893364,1.1819205,3.3029919,0.4481535,1.0538547,2.514122,0.52476835,1.944367,2.6899385,1.696021,2.779501,2.6838417,1.9530525,3.4813504,3.3924122,3.4365158,2.8074563,1.7903996,3.0655618,4.6786814,2.9844427,4.8979506,2.205033,3.6980598
0.0,3.8236332,2.591408,0.026582664,1.3860005,2.6741612,3.8398144,0.26546296,2.7452672,4.004973,3.2479153,4.657235,0.37365723,1.3840324,4.5961876,3.8250258,2.9987018,4.1648407,4.4802175,4.8636017,4.9926023,0.69824666,0.35271022,0.36733326,0.07371896,4.8591003,0.47383457,4.208684,3.425865,2.4377859,1.7334744,1.7682389,1.2691944,4.55509,3.6282127,0.12962897,2.3076062,1.4065064,0.14483093,4.4234095,3.8550267,1.6486754,3.9827929,1.6231916,1.5394123,4.6405454,4.8845806,2.6177766,4.759676,4.4399824
0.0,1.863744,3.5517728,2.278217,3.0260644,4.952031,3.8695812,1.6713821,0.4449911,0.92452794,2.6342595,2.0855122,4.0032983,4.666012,0.8893237,4.300334,4.7869744,4.7973533,0.18931293,0.28791752,0.028986964,1.5634058,0.27849206,1.4693124,1.7800825,4.768385,2.3847547,1.3911922,2.515026,3.2167897,0.55622834,3.7903082,4.259729,4.221249,4.452534,1.909212,2.219026,0.5079074,1.1290346,4.856602,1.4231199,4.5369806,4.4527617,4.6125226,0.78074783,4.3986106,3.1599748,1.0531409,1.7255796,0.7995939
0.0,0.41887477,0.82659245,0.9859817,3.4551368,2.8690143,4.366616,1.2231703,3.1480398,0.17215633,2.5809922,4.3161325,4.920633,0.049364876,1.2642074,1.1192484,0.23768798,0.050862283,2.4509766,0.22741073,1.3916407,3.1998727,1.4734602,1.3482735,2.9527326,1.9026704,3.5126152,2.4806197,3.1660464,1.7669717,1.4352198,0.6660356,4.685402,4.0241795,4.6901426,0.92690265,4.6657786,4.6787663,1.4177226,1.3731712,2.7571578,0.9264462,2.2105055,0.92658824,4.73688,2.4691234,4.8195887,3.2247083,2.421579,4.838476
0.0,3.1616495,3.3094418,2.1691992,0.29678613,2.463613,2.3256698,4.033734,1.2833049,1.9571518,1.200861,3.4322171,4.949417,0.88714767,4.1072335,1.1549428,0.28987905,0.6940826,4.6757655,4.4427104,1.4463025,4.7388206,4.249653,2.173274,2.3402479,3.149265,0.79015917,0.07391043,1.3275601,0.07721816,3.3724942,2.7573442,1.6082407,3.9010117,0.72892714,1.2244031,1.4615688,0.97965974,0.43969342,4.3498807,0.44094324,3.4185517,0.6020044,0.053495016,2.7863412,4.5355453,4.3022833,1.6922569,0.13579415,4.004297
0.0,4.3424406,3.348233,4.038894,4.4874916,2.2691498,2.7891266,2.5306556,3.4599195,3.4145343,2.6015682,4.1423407,2.528897,4.124293,1.4092255,0.8924742,4.849353,3.7096977,1.2989584,2.9061768,4.7763114,0.40376955,0.41767102,3.095674,1.1224674,3.8259199,2.8407626,3.3309405,0.53906953,0.42141527,3.1256053,2.0486562,0.4362626,1.8553197,3.360722,0.947937,4.4786453,4.749232,4.8078628,3.6504128,2.0314422,3.718746,1.4399344,1.5720861,3.029482,2.9742358,4.393305,1.2730038,3.830942,4.705066
0.0,2.3804455,3.2852015,4.216616,0.91869706,4.280796,1.8218274,4.4613695,0.1385587,0.4269507,4.9070525,3.0475097,2.0881617,0.84607095,3.2495058,0.18487534,1.5580696,1.617396,3.0372095,3.2541564,4.230273,4.6379046,3.3022885,2.8908696,1.9935777,4.8330626,0.7703959,4.475434,1.5550654,2.7424455,3.4103312,1.1823483,0.8386834,2.5424101,3.9593194,3.4620724,0.5948667,4.503711,2.3986878,4.733383,2.7671685,0.4240091,1.0123152,4.2711897,3.5296369,4.4746976,1.64573,2.640007,3.2519906,2.9714544
0.0,2.1341066,1.2405573,4.228075,4.9333873,0.332854,3.5696402,1.6505778,3.127177,1.2906482,3.255038,1.8557359,1.4741044,4.558816,4.7124944,3.0677502,1.0723389,4.6970944,3.7522678,3.755449,1.0586066,4.1507826,1.2004758,3.1581037,3.5536978,3.7119172,1.9513235,3.799127,4.5146794,2.9371002,0.45204857,0.64487994,0.52631265,0.8636373,0.63215446,3.8915045,0.19705756,1.207792,4.395332,4.8675942,3.02711,4.8811913,0.21725771,4.7428637,1.5564804,3.9948642,4.0531454,4.299993,2.2927542,4.653222
0.0,4.6722274,3.0955982,4.9272246,0.16321933,3.6258333,2.8277712,2.4621203,1.2960906,1.6341534,1.247311,1.0963396,3.9983041,2.511975,0.41594943,3.884921,2.6682453,3.696939,2.5769684,1.9997296,4.931234,0.1412131,4.6638193,4.654275,1.9545935,1.0723244,3.0960665,0.8898617,4.016041,1.2696693,1.4540308,4.579579,4.514584,2.6769044,4.3141947,1.7626629,4.9894214,2.1684487,1.47406,0.20787117,4.948535,2.324438,3.672925,3.2040381,3.615467,0.25555453,4.600227,4.6342063,2.7599752,4.8195796
1.0,3.0107331,1.9823134,3.1401162,1.5031614,4.0967917,0.34892988,0.20938785,0.24698192,0.75227517,1.9767524,4.77695,0.5539772,3.2377648,2.6381075,1.766212,0.9909961,1.1029704,0.21910755,3.56582,3.269201,2.218849,3.5946975,0.54987985,4.693596,4.2381334,3.2951784,1.8941559,2.0828335,2.4107697,4.676419,4.3179646,2.3896194,2.7725925,4.3770194,4.746322,3.1959238,3.7426016,1.7581246,4.590142,4.18376,2.7602794,4.338136,4.2493596,4.0420566,0.65346414,2.680013,4.503916,3.854159,2.103566
1.0,1.2538658,1.6680511,4.771003,4.0435767,4.5017,0.05794795,1.8988222,1.1776098,1.4796753,3.6899774,3.6204243,2.3089972,1.8263723,2.923458,2.6685388,2.7528977,3.0773854,1.9782413,3.8585925,1.2560159,3.2788038,4.8019857,0.017773801,3.6168053,0.54497516,2.7189374,3.1345801,1.2147356,4.5692196,3.1115627,1.1584735,3.850661,0.5275354,2.7761266,0.47478035,2.9049203,1.2649006,3.247334,3.5791347,2.620928,3.287607,4.066469,4.0375614,3.09841,2.2555122,2.0397499,4.3737383,3.5146587,0.9246751
0.0,4.54404,0.75345,4.227588,4.101012,2.4967055,0.18791926,0.7375125,4.6131935,0.22077398,1.8624939,3.0951982,0.9847402,4.905399,0.7798762,2.698396,3.0900567,1.1549498,2.3315449,2.4550426,3.834312,3.1714036,2.3377502,3.3347127,2.2668872,2.628558,3.2928402,0.9059769,3.9402478,3.0143266,4.9016643,1.111916,2.3313324,4.478209,3.007167,3.6297941,2.0683508,3.4215481,4.730275,1.0009303,4.036826,4.84769,0.072843656,1.0760479,0.5868846,3.8371177,0.40608293,4.992068,1.94806,4.526014
0.0,2.204361,4.224059,2.9763489,2.3107905,2.5632486,2.8694277,2.201596,0.9677948,0.5698288,0.75613964,0.2624548,2.7933822,4.238605,1.7955967,0.37655437,2.128622,3.010039,2.1270173,4.053606,4.709431,4.349554,3.5199976,2.3514946,3.4134903,0.067091554,4.9123907,0.86038667,4.531302,4.0355496,4.0006986,1.3446803,1.095769,2.1440034,4.2468557,2.2518983,4.6771007,1.7633966,3.0969608,4.9034953,3.2173126,0.22749108,2.3177855,1.6737567,2.6609077,1.4237311,0.61130613,3.341445,3.4067988,4.3356967
1.0,3.9931016,4.133844,3.2327497,1.0246108,1.3071035,2.092484,2.7089953,2.3871899,2.3372993,4.1992035,4.350512,4.08377,4.389007,2.855044,4.820181,3.0327218,3.0197387,1.5964887,3.4060209,0.25982845,0.6727321,0.65121084,3.2760065,0.87666297,1.7057341,0.22155827,1.1686718,4.8211217,2.545697,0.7553726,2.6150427,4.717547,4.32843,1.9603293,1.4193376,3.8086493,1.2024217,1.2711618,0.42043176,4.3207207,2.2394946,2.8089314,3.683555,3.9824443,2.2375407,0.9206378,4.1436644,0.1549898,4.733641
0.0,4.3769436,3.0428271,1.2582979,1.4806496,2.6646128,4.810391,0.922478,2.549492,1.7189405,3.8486266,4.0143323,2.1227996,1.0206125,0.3354473,0.9932413,1.3620043,2.9939446,4.3654175,0.6411547,4.7909436,3.4158542,3.7098212,4.914404,2.080504,2.6579173,3.3960648,2.5643756,1.4955617,0.52692336,1.4246607,3.8442643,3.2039135,4.0066533,2.5856028,1.1605002,3.1398096,1.5200274,0.14764373,4.516656,2.101848,2.1306539,3.7062588,4.742292,0.36257765,0.8635054,1.6117874,1.2421212,2.477475,4.1222982
0.0,2.9791498,1.2008687,0.93246347,3.7169526,1.1860703,2.6974545,3.746404,1.1412455,0.87250596,0.19867843,0.73784417,4.2571945,0.52317953,1.1182252,0.163786,3.3817832,1.1585157,2.0679586,0.69650584,1.8860865,2.1221874,2.3648248,2.1142092,0.5137828,3.8629014,0.68603003,2.1214619,1.3597806,1.5050397,3.362104,2.5889337,0.9504353,2.3456721,1.6977043,3.522486,1.130476,4.224941,2.6311483,2.5030978,1.268429,0.9307783,2.3590953,4.909122,0.6645312,1.4173121,4.003206,3.3238845,1.393792,1.573238
1.0,3.013934,3.5966938,4.286502,3.4055574,1.1849103,4.6286025,3.905977,1.5369074,1.5248282,4.405842,0.6303924,3.1673043,1.3885636,4.1360016,1.8226173,3.6668305,0.9620895,2.4072294,4.017973,1.984941,0.8078702,3.2449112,3.766629,1.4009632,2.2568092,4.5022445,4.359928,3.535938,2.954503,4.086911,4.5382233,0.012537798,1.9861388,2.8070483,3.6696157,0.4373638,1.9987749,1.3981059,2.1175504,2.4898932,3.300076,2.4811807,3.102341,2.9121993,2.141662,0.024881823,0.97258204,1.6010333,0.73489064
1.0,3.0574975,2.5004663,1.6042445,3.2662902,0.9514174,0.029404907,3.67471,2.2175193,3.4892082,0.92521673,0.313099,1.890543,3.4799826,0.51409185,0.97917116,2.2697632,3.105746,3.7506213,0.5486751,3.123118,1.9368026,3.350452,1.0178019,2.639594,0.8608128,0.09340503,2.4347513,0.9208889,3.1917167,2.6828742,3.874727,1.9647995,4.947261,2.5760734,2.394117,3.7472124,2.8634415,1.8123266,2.446224,0.9456919,1.9679171,0.14980876,2.3126452,1.3723706,2.6335793,0.1463606,2.7754338,1.4649894,2.8874533
0.0,2.2016892,3.3157842,1.1945498,4.9929953,1.2143927,4.704142,1.0860988,2.4878218,4.105885,3.5829403,3.5279021,2.2022028,3.7708752,4.5997677,2.2067587,2.6398275,0.33017793,1.9538654,2.3361928,4.4756885,0.5527872,3.655688,2.727356,3.0326772,0.14891472,0.7337369,1.4199162,0.02436024,3.345789,4.3512897,2.7348416,2.7158203,3.0786297,1.5109075,1.8336599,2.8746986,4.046083,1.0079832,1.6376203,3.7146063,1.7046013,0.23805465,0.78178465,0.9693243,2.4755619,3.1756248,4.4010997,4.512683,1.5358038
1.0,1.4121401,1.8428843,1.4636328,2.0684538,1.0735785,1.59493,0.60959905,4.815091,2.519915,4.6155033,3.7308006,2.2885265,3.773111,3.1401155,1.5187922,2.6082966,3.5615609,1.5265677,0.06261419,1.3413142,3.9837275,4.6499653,3.1266558,0.6640374,3.7878518,2.6345267,3.7693453,4.2930584,4.7377076,3.2726877,4.2712913,3.7129402,3.635506,4.293954,4.615015,4.51038,1.9787513,0.4201064,4.1478686,2.6946578,2.7103808,4.1258764,0.15992092,4.389802,0.17317,3.465973,2.9374225,3.208746,1.8704009
0.0,2.5470428,4.429116,2.8264484,3.3157444,2.206896,4.8606954,3.7126122,1.7745125,3.2676551,2.713082,4.420281,1.3752702,0.54033744,0.9563603,1.9352312,4.270299,1.3542246,3.131794,3.117759,2.0402358,0.25167564,3.7241693,1.4786277,1.992291,1.8861978,3.3180132,0.43166643,2.7494495,0.07710911,4.915195,2.992136,1.9205711,0.7337397,3.4843917,4.5290422,1.5905437,3.8324606,1.4374905,4.7861266,3.5115788,3.125078,4.6536736,1.345212,4.6180787,3.3904147,3.8568125,2.8581767,4.1695232,3.491409
0.0,3.0623057,1.3966017,4.5793934,0.99116147,1.4285824,0.23827353,2.2378957,2.787939,2.8678055,4.526887,1.7370696,2.2376418,4.2561884,2.8841465,3.2699647,1.3917967,2.4373565,3.1047618,0.66697013,0.16454358,0.567055,2.3873055,0.120133676,3.1310446,0.4879131,1.2548077,2.1324646,0.57913375,1.35276,0.105398364,4.9252276,3.057868,1.8917692,0.13264176,1.9491937,2.262793,4.655016,1.3925209,3.0739095,3.3258417,0.92980486,2.5288167,3.9325037,0.48289517,3.0301764,0.13029966,0.03523362,0.29764304,2.4070022
